Puissance;PoidsAVide;ConsoMixte;CO2;Energie
243;2225;2.2;50.8;ELEC+ESSENC HR
140;1760;5.038;132;GAZ+ELEC HNR
135;1525;6.231;141.8;ESSENCE
74;1090;4.853;108.97;ESSENCE
180;1470;7.245;164.4;ESSENCE
91.9;1121;4.914;110.9;ESS+ELEC HNR
100;1350;5.585;127.3;ESSENCE
139;1848;6.09;160;GAZOLE
147;1864;0.925;20.9;ELEC+ESSENC HR
140;1605;5.301;138.9;GAZOLE
68;1539;1.291;29.16;ELEC+ESSENC HR
110;1330;5.647;128.4;ESSENCE
140;1680;5.571;146;GAZOLE
140;1605;5.301;138.9;GAZOLE
80;1340;5.753;131.4;ESSENCE
131;1225;5.803;131.9;ESSENCE
75;1090;3.837;100.56;GAZOLE
100;1320;5.577;127.1;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
221;1870;8.743;198.1;ESS+ELEC HNR
375;2010;10.461;238;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
96;1270;4.837;126.83;GAZOLE
132.2;1741;6.382;145;ESS+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
85;1417;4.551;119.3;GAZOLE
67;1223;5.968;134.4;ESS+G.P.L.
74;1223;7.629;117.55;ESS+G.P.L.
100;1150;5.424;123;ESSENCE
100;1285;5.437;123.5;ESSENCE
96;1500;5.669;129;ESS+ELEC HNR
67;1221;5.697;128.57;ESSENCE
173;2095;6.535;171;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
110;1545;4.741;124.2;GAZOLE
250;1995;6.09;159.6;GAZ+ELEC HNR
61;980;5.248;118.12;ESSENCE
100;1320;5.577;127.1;ESSENCE
107;1610;6.625;150.32;ESS+ELEC HNR
118;1465;4.79;125.5;GAZOLE
100;1320;5.577;127.1;ESSENCE
96;1475;6.618;149.78;ESSENCE
131;1390;5.902;134.7;ESSENCE
69;1435;4.72;106.3;ESS+ELEC HNR
96;1519;6.656;150.86;ESSENCE
135;1620;6.564;149.1;ESSENCE
110;1605;5.374;140.8;GAZOLE
100;1320;5.577;127.1;ESSENCE
275;1890;7.712;176.2;ESS+ELEC HNR
110;1755;4.994;130.7;GAZ+ELEC HNR
132.2;1780;6.426;146;ESS+ELEC HNR
53;960;5.534;125.71;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
103;1298;5.813;131.37;ESS+ELEC HNR
96;1270;4.815;126.29;GAZOLE
100;1320;5.577;127.1;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
51.5;1002;4.979;113.6;ESS+ELEC HNR
135;1525;6.231;141.8;ESSENCE
110;2006;6.941;182.22;GAZOLE
375;1725;9.635;219;ESSENCE
131;1305;6.143;139.5;ESSENCE
100;1175;5.437;123.5;ESSENCE
110;1342;5.647;128.4;ESSENCE
145;1690;4.684;122.9;GAZ+ELEC HNR
100;1320;5.577;127.1;ESSENCE
139;1848;6.09;160;GAZOLE
100;1407;4.498;117.8;GAZ+ELEC HNR
145;1837;5.962;156;GAZ+ELEC HNR
51.5;999;4.662;106;ESS+ELEC HNR
110;1283;6.392;144.2;ESSENCE
250;1925;5.822;152.4;GAZ+ELEC HNR
118;1680;5.571;146;GAZOLE
81;1421;5.868;133.2;ESSENCE
100;1175;5.437;123.5;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
85;1400;4.594;120.17;GAZOLE
132.4;1564;5.503;125;ESS+ELEC HNR
210;1845;5.502;144.2;GAZ+ELEC HNR
100;1430;6.228;141.6;ESSENCE
88.3;1150;5.099;116;ESS+ELEC HNR
135;1525;6.231;141.8;ESSENCE
75;1180;5.418;123.2;ESSENCE
100;1230;5.437;123.5;ESSENCE
145;1837;5.962;156;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
147;1734;5.859;153.5;GAZOLE
81;1205;4.297;112.64;GAZOLE
95.6;2093;7.886;206.9;GAZOLE
250;1870;5.816;152.5;GAZ+ELEC HNR
110;1810;5.546;145.2;GAZ+ELEC HNR
135;1900;1.505;34.22;ELEC+ESSENC HR
375;1775;9.94;226;ESSENCE
131;1430;5.902;134.7;ESSENCE
68;1085;3.757;85.05;ESS+ELEC HNR
100;1430;6.228;141.6;ESSENCE
250;2005;6.501;170.2;GAZ+ELEC HNR
110;1283;6.392;144.2;ESSENCE
116;1298;5.809;131.27;ESS+ELEC HNR
80;1340;5.753;131.4;ESSENCE
85;1579;5.549;145.49;GAZOLE
427;1640;11.555;262;ESSENCE
51.5;968;4.662;106;ESS+ELEC HNR
96;1420;5.768;131;ESS+ELEC HNR
100;1601;5.454;142.9;GAZ+ELEC HNR
110;1570;5.263;137.9;GAZOLE
170;1275;6.536;148.7;ESSENCE
70;1586;5.216;136.76;GAZOLE
75;1420;6.157;140.3;ESSENCE
92;1284;5.88;134;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
103;1298;5.813;131.37;ESS+ELEC HNR
243;2225;1.9;43.9;ELEC+ESSENC HR
103;1505;6.323;143;ESSENCE
100;1375;5.577;127.1;ESSENCE
353;1595;10.535;239;ESSENCE
55;1155;5.365;121.9;ESSENCE
100;1410;6.059;137.8;ESSENCE
67;1223;5.968;134.4;ESS+G.P.L.
74;1223;7.629;117.55;ESS+G.P.L.
81;1176;5.608;126.65;ESSENCE
131;1390;5.902;134.7;ESSENCE
145;1837;5.962;156;GAZ+ELEC HNR
140;1605;4.519;118.4;GAZ+ELEC HNR
80;1320;5.626;128.4;ESSENCE
67;1098;5.575;126.1;ESSENCE
210;1925;5.726;149.9;GAZ+ELEC HNR
210;1780;5.2;136.2;GAZ+ELEC HNR
250;2005;6.501;170.2;GAZ+ELEC HNR
69;1266;4.127;92.9;ESS+ELEC HNR
140;1780;4.987;130.5;GAZ+ELEC HNR
131;1305;6.143;139.5;ESSENCE
110;1445;6.182;139.5;ESSENCE
96;1519;6.656;150.86;ESSENCE
110;2034;6.817;178.92;GAZOLE
135;1800;7.421;168.7;ESS+ELEC HNR
77.3;1964;5.832;152.85;GAZOLE
210;1825;5.596;146.7;GAZ+ELEC HNR
96;1420;5.768;131;ESS+ELEC HNR
81;1238;4.957;112.1;ESSENCE
81;1205;4.297;112.64;GAZOLE
92;1284;6.114;139.36;ESSENCE
81;1290;5.263;119.4;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
140;1840;5.621;147.2;GAZ+ELEC HNR
110;1321;5.649;128.4;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
147;1734;5.859;153.5;GAZOLE
103;1422;6.166;139.24;ESS+ELEC HNR
84;1467;6.073;137.8;ESSENCE
147;1205;6.137;138.5;ESSENCE
112;1769;0.9;21;ELEC+ESSENC HR
132.4;1574;5.503;125;ESS+ELEC HNR
250;1870;5.816;152.5;GAZ+ELEC HNR
100;1285;5.437;123.5;ESSENCE
131;1390;5.902;134.7;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
100;1407;4.614;120.6;GAZ+ELEC HNR
110;2010;6.817;178.92;GAZOLE
90;1568;4.894;128.3;GAZOLE
51.5;1000;4.662;106;ESS+ELEC HNR
331;1635;10.272;233;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
140;1840;5.621;147.2;GAZ+ELEC HNR
250;1925;5.822;152.4;GAZ+ELEC HNR
131;1390;5.902;134.7;ESSENCE
131;1265;6.143;139.5;ESSENCE
81;1226;5.465;124;ESSENCE
75;1430;4.925;129.14;GAZOLE
250;2020;6.501;170.2;GAZ+ELEC HNR
100;1150;5.424;123;ESSENCE
133;1745;1.028;23.26;ELEC+ESSENC HR
90;1580;4.894;128.3;GAZOLE
131;1470;6.445;146.8;ESSENCE
85;1440;4.858;127.3;GAZOLE
51.5;993;4.662;106;ESS+ELEC HNR
75;1390;6.084;139;ESSENCE
80;1340;5.753;131.4;ESSENCE
131;1465;6.568;149.5;ESSENCE
88.3;1246;5.3;119.9;ESS+ELEC HNR
75;1475;6.675;151.1;ESSENCE
116;1298;5.809;131.27;ESS+ELEC HNR
275;1890;7.712;176.2;ESS+ELEC HNR
110;1754;5.505;144.2;GAZOLE
68;1068;6.02;136.4;ESSENCE
135;1525;6.231;141.8;ESSENCE
110;1988;6.941;182.22;GAZOLE
80;1320;5.626;128.4;ESSENCE
85;1579;5.549;145.49;GAZOLE
131;1390;5.902;134.7;ESSENCE
91.9;1136;4.914;110.9;ESS+ELEC HNR
115;1520;5.866;133.5;ESS+ELEC HNR
132.4;1574;5.503;125;ESS+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
110;1605;5.374;140.8;GAZOLE
140;1600;5.405;141.6;GAZOLE
275;1890;7.712;176.2;ESS+ELEC HNR
100;1285;5.437;123.5;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
145;1420;6.82;155.2;ESSENCE
145;1430;6.787;154.4;ESSENCE
110;1660;4.98;130.6;GAZ+ELEC HNR
250;2020;6.501;170.2;GAZ+ELEC HNR
100;1470;6.169;140.4;ESSENCE
375;1920;9.94;226;ESSENCE
90;1568;4.894;128.3;GAZOLE
133;1720;1.028;23.26;ELEC+ESSENC HR
148;1429;7.176;162.6;ESSENCE
173;2095;6.535;171;GAZ+ELEC HNR
120;1825;1.376;31.01;ELEC+ESSENC HR
110;1660;4.98;130.6;GAZ+ELEC HNR
221;1870;8.743;198.1;ESS+ELEC HNR
110;1605;5.374;140.8;GAZOLE
105;1458;4.715;107;ESS+ELEC HNR
180;1470;7.245;164.4;ESSENCE
131;1280;5.803;131.9;ESSENCE
141;1995;1.5;33;ELEC+ESSENC HR
131;1265;6.143;139.5;ESSENCE
84;1497;6.325;143.5;ESSENCE
110;1757;5.505;144.2;GAZOLE
68;1085;3.757;85.05;ESS+ELEC HNR
80;1340;5.753;131.4;ESSENCE
92;1284;6.114;139.36;ESSENCE
195;1445;6.841;156.3;ESSENCE
131;1390;5.902;134.7;ESSENCE
110;1570;5.263;137.9;GAZOLE
131;1470;6.445;146.8;ESSENCE
375;1780;9.94;226;ESSENCE
100;1660;4.98;130.6;GAZ+ELEC HNR
206;1660;8.257;186;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
100;1510;4.846;126.9;GAZ+ELEC HNR
51.5;1003;4.662;106;ESS+ELEC HNR
110.1;1491;6.308;142.83;ESS+ELEC HNR
110;1320;5.809;131.85;ESS+ELEC HNR
80;1320;5.626;128.4;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
49;1028;5.219;118;ESSENCE
180;1470;7.245;164.4;ESSENCE
100;1230;5.437;123.5;ESSENCE
132;1770;1.889;43.2;ELEC+ESSENC HR
100;1410;6.059;137.8;ESSENCE
69;1361;4.714;106.22;ESS+ELEC HNR
280;1930;10.6;240;ESSENCE
84;1497;6.325;143.5;ESSENCE
110;1810;5.546;145.2;GAZ+ELEC HNR
67;1199;5.697;128.57;ESSENCE
148;1445;6.973;158;ESSENCE
132.4;1640;6.161;140;ESS+ELEC HNR
250;1995;6.47;169.4;GAZ+ELEC HNR
147;1850;4.735;124;GAZ+ELEC HNR
115;1520;5.887;134;ESS+ELEC HNR
135;1620;6.564;149.1;ESSENCE
132;1770;1.889;43.2;ELEC+ESSENC HR
131;1390;5.902;134.7;ESSENCE
100;1150;5.424;123;ESSENCE
100;1175;5.437;123.5;ESSENCE
100;1430;6.289;143.1;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
100;1320;5.577;127.1;ESSENCE
110;1981;6.817;178.92;GAZOLE
75;1420;6.157;140.3;ESSENCE
131;1390;5.902;134.7;ESSENCE
100;1320;5.577;127.1;ESSENCE
125;2035;6.941;182.22;GAZOLE
110;1981;6.817;178.92;GAZOLE
139;1848;6.09;160;GAZOLE
132.2;1780;6.426;146;ESS+ELEC HNR
110;1600;5.022;131.7;GAZOLE
154;1745;5.868;153.8;GAZOLE
100;1320;5.577;127.1;ESSENCE
390;2010;10.487;238.9;ESSENCE
107;1610;6.625;150.32;ESS+ELEC HNR
95.6;2012;5.832;152.85;GAZOLE
49;1028;5.219;118;ESSENCE
140;1680;5.571;146;GAZOLE
81;1421;5.868;133.2;ESSENCE
100;1430;6.228;141.6;ESSENCE
140;1775;4.84;126.8;GAZ+ELEC HNR
96;1343;4.205;110.11;GAZOLE
75;1265;5.34;121.4;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
131;1390;5.902;134.7;ESSENCE
100;1290;5.585;127.3;ESSENCE
132.4;1640;6.161;140;ESS+ELEC HNR
110;1981;6.817;178.92;GAZOLE
140;1840;5.243;137.2;GAZ+ELEC HNR
110;1981;6.817;178.92;GAZOLE
67;1096;5.54;125.6;ESSENCE
115;1520;5.887;134;ESS+ELEC HNR
195;1445;6.841;156.3;ESSENCE
69;1361;4.714;106.22;ESS+ELEC HNR
100;1230;5.437;123.5;ESSENCE
155;2000;1.328;30.11;ELEC+ESSENC HR
100;1510;4.846;126.9;GAZ+ELEC HNR
110;1308;4.936;112;ESS+ELEC HNR
250;2005;6.501;170.2;GAZ+ELEC HNR
135;1880;1.525;34.35;ELEC+ESSENC HR
131;1325;5.803;131.9;ESSENCE
131;1415;6.262;142.6;ESSENCE
110;1510;4.847;126.8;GAZOLE
80;1340;5.753;131.4;ESSENCE
72;1225;4.464;101.28;ESS+ELEC HNR
147;1965;5.726;150;GAZ+ELEC HNR
84;1581;6.325;143.5;ESSENCE
221;2618;2.5;57;ELEC+ESSENC HR
75;1090;3.837;100.56;GAZOLE
51.5;1005;4.662;106;ESS+ELEC HNR
140;1670;4.862;127.4;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
110;1810;5.546;145.2;GAZ+ELEC HNR
427;1710;11.555;262;ESSENCE
110;1540;5.082;133;GAZOLE
112;1698;5.714;130.89;ESS+ELEC HNR
460;1995;10.988;251;ESSENCE
84;1497;6.325;143.5;ESSENCE
73.5;1100;5.196;118;ESSENCE
100;1375;5.577;127.1;ESSENCE
140;1605;5.301;138.9;GAZOLE
135;1800;7.421;168.7;ESS+ELEC HNR
170;1340;6.776;154.2;ESSENCE
96;1519;6.656;150.86;ESSENCE
147;1480;5.71;149.75;GAZOLE
132.2;1780;6.426;146;ESS+ELEC HNR
140;1605;5.301;138.9;GAZOLE
68;1260;4.642;105.28;ESS+ELEC HNR
110;1605;5.374;140.8;GAZOLE
135;1490;6.206;140.9;ESSENCE
170;1245;6.776;154.2;ESSENCE
51.5;993;4.662;106;ESS+ELEC HNR
110;1342;5.647;128.4;ESSENCE
96;1475;6.618;149.78;ESSENCE
88;1260;4.78;125.34;GAZOLE
81;1205;4.297;112.64;GAZOLE
245;1795;8.402;191.9;ESSENCE
320;1950;8.971;204;ESS+ELEC HNR
375;1775;9.94;226;ESSENCE
67;1598;1.196;28.36;ELEC+ESSENC HR
112;1626;5.413;124.03;ESS+ELEC HNR
140;1705;4.784;125.3;GAZ+ELEC HNR
100;1230;5.437;123.5;ESSENCE
75;1360;5.838;132.14;ESS+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
140;1605;5.301;138.9;GAZOLE
117.5;1302;5.512;124.8;ESSENCE
110;1270;6.395;144.3;ESSENCE
375;1775;9.94;226;ESSENCE
100;1320;5.577;127.1;ESSENCE
460;1995;10.988;251;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
68;1175;4.331;98.15;ESS+ELEC HNR
140;1745;5.868;153.8;GAZOLE
100;1430;6.228;141.6;ESSENCE
324;2240;2.6;60;ELEC+ESSENC HR
75;1265;5.34;121.4;ESSENCE
125;2058;6.941;182.22;GAZOLE
80;1340;5.753;131.4;ESSENCE
51.5;993;4.662;106;ESS+ELEC HNR
131;1390;5.902;134.7;ESSENCE
110;1963;6.817;178.92;GAZOLE
125;2249;6.941;182.22;GAZOLE
131;1430;5.902;134.7;ESSENCE
67;1098;5.575;126.1;ESSENCE
132.4;1564;5.503;125;ESS+ELEC HNR
100;1825;0.61;13.77;ELEC+ESSENC HR
140;1605;5.301;138.9;GAZOLE
117.5;1285;5.75;130.5;ESSENCE
68;1130;3.757;85.05;ESS+ELEC HNR
95.6;2045;7.188;188.51;GAZOLE
84;1211;5.833;132.45;ESSENCE
140;1780;4.987;130.5;GAZ+ELEC HNR
92;1284;5.88;134;ESSENCE
110;1540;5.082;133;GAZOLE
210;1935;6.102;159.7;GAZ+ELEC HNR
140;1840;5.243;137.2;GAZ+ELEC HNR
100;1175;5.437;123.5;ESSENCE
133;1770;1.271;28.71;ELEC+ESSENC HR
131;1480;6.359;144.8;ESSENCE
135;1960;1.756;40.05;ELEC+ESSENC HR
100;1200;5.424;123;ESSENCE
68;1260;4.642;105.28;ESS+ELEC HNR
140;1605;5.301;138.9;GAZOLE
110;1810;5.546;145.2;GAZ+ELEC HNR
100;1320;5.577;127.1;ESSENCE
90;1646;4.894;128.3;GAZOLE
81;1205;5.608;126.65;ESSENCE
95.6;2039;5.527;144.88;GAZ+ELEC HNR
110;1471;6.392;144.2;ESSENCE
420;2350;1;58;ELEC+ESSENC HR
75;1235;5.418;123.2;ESSENCE
131;1265;6.143;139.5;ESSENCE
103;1528;6.499;147;ESSENCE
100;1375;5.577;127.1;ESSENCE
96;1270;4.543;119.1;GAZOLE
118;1619;5.638;148;GAZOLE
131;1265;6.143;139.5;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
375;2010;10.461;238;ESSENCE
75;1330;5.926;135;ESSENCE
131;1225;5.803;131.9;ESSENCE
91.9;1136;4.914;110.9;ESS+ELEC HNR
95;1240;5.812;131.23;ESS+ELEC HNR
250;1830;5.668;148.5;GAZ+ELEC HNR
96;1188;5.566;126;ESSENCE
110;1575;4.836;126.9;GAZOLE
96;1320;4.675;122.58;GAZOLE
110;1810;5.546;145.2;GAZ+ELEC HNR
135;1715;6.542;149;ESS+ELEC HNR
100;1200;5.424;123;ESSENCE
69;1435;4.72;106.3;ESS+ELEC HNR
96;1475;6.618;149.78;ESSENCE
180;1815;7.487;170.2;ESS+ELEC HNR
140;1670;4.862;127.4;GAZ+ELEC HNR
170;1375;6.536;148.7;ESSENCE
67;1096;5.54;125.6;ESSENCE
131;1390;5.902;134.7;ESSENCE
110;2033;6.817;178.92;GAZOLE
110;1540;5.082;133;GAZOLE
110;1570;5.263;137.9;GAZOLE
69.9;1114;7.052;115.51;SUPERETHANOL
145;1837;5.962;156;GAZ+ELEC HNR
95.6;2012;5.832;152.85;GAZOLE
118;1465;4.79;125.5;GAZOLE
110;1336;6.43;146.1;ESSENCE
100;1200;5.424;123;ESSENCE
85;1440;4.858;127.3;GAZOLE
100;1531;4.961;129.9;GAZ+ELEC HNR
69;1435;4.814;108.7;ESS+ELEC HNR
110;1810;5.546;145.2;GAZ+ELEC HNR
132.4;1574;5.503;125;ESS+ELEC HNR
131;1205;6.143;139.5;ESSENCE
80;1320;5.626;128.4;ESSENCE
81;1205;5.608;126.65;ESSENCE
100;1755;4.994;130.7;GAZ+ELEC HNR
88.3;1185;5.106;116;ESS+ELEC HNR
135;1620;6.564;149.1;ESSENCE
110;1810;5.546;145.2;GAZ+ELEC HNR
116;1515;6.641;150.45;ESSENCE
90;1568;4.894;128.3;GAZOLE
210;1935;6.102;159.7;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
140;1705;4.784;125.3;GAZ+ELEC HNR
112;1769;0.9;21;ELEC+ESSENC HR
135;1960;1.756;40.05;ELEC+ESSENC HR
110;1754;5.505;144.2;GAZOLE
75;1475;6.675;151.1;ESSENCE
61.8;1045;5.211;118;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
112;1626;5.413;124.03;ESS+ELEC HNR
69;1266;4.127;92.9;ESS+ELEC HNR
88;1260;4.78;125.34;GAZOLE
68;1068;6.02;136.4;ESSENCE
170;1245;6.776;154.2;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
135;1800;7.421;168.7;ESS+ELEC HNR
275;1740;7.435;169.4;ESS+ELEC HNR
72;1400;4.394;99.21;ESS+ELEC HNR
135;1490;6.206;140.9;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
110.1;1491;6.308;142.83;ESS+ELEC HNR
110;1963;6.817;178.92;GAZOLE
195;1445;6.841;156.3;ESSENCE
100;1397;5.109;133.5;GAZ+ELEC HNR
131;1390;5.902;134.7;ESSENCE
131;1265;6.143;139.5;ESSENCE
135;1900;1.505;34.22;ELEC+ESSENC HR
170;1375;6.536;148.7;ESSENCE
110;1545;4.741;124.2;GAZOLE
49.3;903;5.034;114;ESSENCE
135;1690;6.644;151.5;ESSENCE
131;1430;5.902;134.7;ESSENCE
265;1920;8.692;197.7;ESS+ELEC HNR
131;1390;5.902;134.7;ESSENCE
250;2005;6.501;170.2;GAZ+ELEC HNR
133;1467;6.432;145.47;ESSENCE
103;1329;6.338;143;ESS+ELEC HNR
96;1475;6.618;149.78;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
61.8;1045;5.211;118;ESSENCE
275;1690;8.084;183.8;ESSENCE
72;1225;4.464;101.28;ESS+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
75;1420;6.157;140.3;ESSENCE
80;1320;5.626;128.4;ESSENCE
110;1510;4.847;126.8;GAZOLE
118;1465;4.79;125.5;GAZOLE
225;1605;7.584;173.1;ESSENCE
81;1421;5.868;133.2;ESSENCE
265;1910;8.692;197.7;ESS+ELEC HNR
95.6;1991;5.527;144.88;GAZ+ELEC HNR
140;1465;4.79;125.5;GAZOLE
100;1375;5.577;127.1;ESSENCE
100;1200;5.424;123;ESSENCE
131;1265;6.143;139.5;ESSENCE
125;2245;6.941;182.22;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
70;1586;5.216;136.76;GAZOLE
140;1780;4.987;130.5;GAZ+ELEC HNR
110;1342;6.347;143.2;ESSENCE
135;1825;1.355;30.5;ELEC+ESSENC HR
103;1315;5.699;129;ESSENCE
140;1745;5.868;153.8;GAZOLE
210;1845;5.502;144.2;GAZ+ELEC HNR
115;1520;5.866;133.5;ESS+ELEC HNR
173;2095;6.535;171;GAZ+ELEC HNR
110;1485;5.201;136.4;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
96;1270;4.815;126.29;GAZOLE
131;1480;6.359;144.8;ESSENCE
110;1545;4.741;124.2;GAZOLE
193;2100;7.578;171.48;ESS+ELEC HNR
100;1500;6.281;141.8;ESSENCE
250;2020;6.501;170.2;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
210;1845;5.502;144.2;GAZ+ELEC HNR
131;1205;6.143;139.5;ESSENCE
100;1320;5.577;127.1;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
135;1800;7.421;168.7;ESS+ELEC HNR
75;1390;6.084;139;ESSENCE
84;1211;5.833;132.45;ESSENCE
283;1575;10.008;227;ESSENCE
72;1400;4.394;99.21;ESS+ELEC HNR
100;1470;6.169;140.4;ESSENCE
84;1187;5.698;129.35;ESSENCE
110;1475;4.685;122.6;GAZOLE
131;1390;5.902;134.7;ESSENCE
51.5;1011;4.662;106;ESS+ELEC HNR
69;1243;4.127;92.9;ESS+ELEC HNR
140;1725;5.251;137.7;GAZ+ELEC HNR
100;1285;5.437;123.5;ESSENCE
116;1353;5.88;133;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
135;1690;6.644;151.5;ESSENCE
80;1340;5.753;131.4;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
420;2365;1;58;ELEC+ESSENC HR
135;1525;6.231;141.8;ESSENCE
110;1488;6.182;139.5;ESSENCE
275;1740;7.435;169.4;ESS+ELEC HNR
88.3;1155;5.106;116;ESS+ELEC HNR
100;1320;5.577;127.1;ESSENCE
140;1600;5.405;141.6;GAZOLE
88.3;1150;5.099;116;ESS+ELEC HNR
103;1245;5.702;129.1;ESS+ELEC HNR
275;1825;7.945;180.7;ESS+ELEC HNR
210;1845;5.502;144.2;GAZ+ELEC HNR
250;1980;5.964;156.1;GAZ+ELEC HNR
51.5;989;4.979;113.6;ESS+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
180;1815;7.487;170.2;ESS+ELEC HNR
75;1360;6.04;137.6;ESSENCE
100;1470;6.169;140.4;ESSENCE
375;2010;10.461;238;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
100;1527;4.961;129.9;GAZ+ELEC HNR
112;1485;5.313;120.33;ESS+ELEC HNR
140;1705;4.784;125.3;GAZ+ELEC HNR
73.5;1125;5.283;120;ESSENCE
96;1188;5.566;126;ESSENCE
250;1980;5.964;156.1;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
131;1470;6.445;146.8;ESSENCE
75;1420;6.157;140.3;ESSENCE
81;1090;5.632;127.05;ESSENCE
100;1320;5.577;127.1;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
225;1615;7.474;170.3;ESSENCE
75;1155;5.34;121.4;ESSENCE
110;1342;6.414;145.8;ESSENCE
100;1230;5.437;123.5;ESSENCE
324;2230;2.6;60;ELEC+ESSENC HR
140;1760;5.038;132;GAZ+ELEC HNR
135;1880;1.525;34.35;ELEC+ESSENC HR
131;1415;6.262;142.6;ESSENCE
110;1575;4.836;126.9;GAZOLE
275;1740;7.435;169.4;ESS+ELEC HNR
100;1290;5.585;127.3;ESSENCE
133;1760;1.271;28.71;ELEC+ESSENC HR
140;1605;4.519;118.4;GAZ+ELEC HNR
80;1340;5.753;131.4;ESSENCE
80;1340;5.753;131.4;ESSENCE
243;1940;6.451;169;GAZOLE
100;1430;6.228;141.6;ESSENCE
88.3;1271;5.3;119.9;ESS+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
131;1390;5.902;134.7;ESSENCE
68;1041;5.331;120.6;ESSENCE
131;1390;5.902;134.7;ESSENCE
131;1470;6.445;146.8;ESSENCE
51.5;968;4.662;106;ESS+ELEC HNR
96;1475;6.618;149.78;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
110.1;1491;6.308;142.83;ESS+ELEC HNR
85;1330;4.719;123.54;GAZOLE
100;1430;6.228;141.6;ESSENCE
420;2365;1;58;ELEC+ESSENC HR
84;1497;6.325;143.5;ESSENCE
100;1370;4.498;117.8;GAZ+ELEC HNR
85;1375;4.77;125.06;GAZOLE
100;1290;5.585;127.3;ESSENCE
100;1430;6.228;141.6;ESSENCE
110;1415;4.797;125.8;GAZOLE
74;1090;4.853;108.97;ESSENCE
110;1757;5.505;144.2;GAZOLE
100;1531;4.961;129.9;GAZ+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
103;1329;6.338;143;ESS+ELEC HNR
100;1320;5.577;127.1;ESSENCE
250;1870;5.816;152.5;GAZ+ELEC HNR
131;1480;6.359;144.8;ESSENCE
81;1205;4.204;110.18;GAZOLE
225;1615;7.474;170.3;ESSENCE
117.5;1323;5.512;124.8;ESSENCE
133;1763;1.271;28.71;ELEC+ESSENC HR
100;1375;5.577;127.1;ESSENCE
140;1725;5.251;137.7;GAZ+ELEC HNR
131;1390;5.902;134.7;ESSENCE
68;1041;5.331;120.6;ESSENCE
210;1880;5.276;138.2;GAZ+ELEC HNR
75;1210;5.34;121.4;ESSENCE
131;1465;6.568;149.5;ESSENCE
68;1215;4.331;98.15;ESS+ELEC HNR
85;1475;5.031;131.7;GAZOLE
75;1330;5.926;135;ESSENCE
61;980;5.248;118.12;ESSENCE
148;1429;7.176;162.6;ESSENCE
110;1329;4.936;112;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
